cast,director,genre,imdb_id,movie,movie_title,publication_date,rating
"Leonid Kanevskiy, Liron Levo, Levana Finkelstein, Vsevolod Gavrilov, Oshik Levi",Aleksandr Shabatayev,Thriller,tt0135566,http://www.wikidata.org/entity/Q52523750,נקמה יהודית,1997-01-01T00:00:00Z,6.3
משה איבגי,אנריקה רוטנברג,"Comedy, Fantasy",tt0107690,http://www.wikidata.org/entity/Q7218983,נקמתו של איציק פינקלשטיין,1993-01-01T00:00:00Z,7.5
"Michal Bat-Adam, Arieh Elias, Levana Finkelstein, Shosha Goren, Rivka Gur",Moshé Mizrahi,Drama,tt0117152,http://www.wikidata.org/entity/Q52837040,נשים,1996-01-01T00:00:00Z,7.1
יהודה ברקן,שמוליק פירסטנברג,סרט דרמה,tt0147082,http://www.wikidata.org/entity/Q12409957,"נשיקה במצ""ח",1990-01-01T00:00:00Z,6.2
לטי גרובמן,Eyal Ben-Aharon,Fantasy,tt1949613,http://www.wikidata.org/entity/Q6579964,נתיב המזלות,2009-01-01T00:00:00Z,
"חיים טופול, גילה אלמגור, אריק איינשטיין, זהרירה חריפאי",אפרים קישון,"Comedy, Drama",tt0058541,http://www.wikidata.org/entity/Q1632708,סאלח שבתי,1964-01-01T00:00:00Z,7.4
"Romi Aboulafia, Louise Asher, Rozina Cambos, Natan Cogan, Eli Cohen",Nitza Gonen,Drama,tt0163262,http://www.wikidata.org/entity/Q52837413,סודות משפחה,1998-01-01T00:00:00Z,6.9
"Sarah Adler, Ayal Beeri, Dvir Benedek, Danny Geva, Ezra Kafri",Joseph Pitchhadze,"Comedy, Crime, Drama",tt2956940,http://www.wikidata.org/entity/Q52837415,סוכריות,2013-01-01T00:00:00Z,5.5
"לבנה פינקלשטיין, שמוליק קראוס",יקי יושע,סרט דרמה,tt0152703,http://www.wikidata.org/entity/Q7355366,סוסעץ,1978-01-01T00:00:00Z,7.7
"Yigal Adika, Oron Avidan, Saar Badishi, Eran Bohem, Evgenia Dodina",Yoni Darmon,"Action, Crime, Thriller",tt0143266,http://www.wikidata.org/entity/Q52837417,סוף המשחק,1997-01-01T00:00:00Z,
"ישראל קטורזה, נטע גרטי, נדב אבקסיס, מיכה אוזין סליאן, רותם אבוהב, אוולין הגואל, לירז צ'רכי, נתן רביץ, מריאנו אידלמן, רובי פורת-שובל, אפרת אביב",אבי נשר,סרט דרמה,tt0374279,http://www.wikidata.org/entity/Q7855682,סוף העולם שמאלה,2004-01-01T00:00:00Z,7.1
"Reymonde Amsallem, Yael Ben-Dor, Ana Dubrovitzki, Hana Laslo, Yehezkel Lazarov",Vardit Bilu,Drama,tt2980684,http://www.wikidata.org/entity/Q52837419,סוף עידן התמימות,2013-01-01T00:00:00Z,7.2
"Gavri Banai, Ya'ackov Bodo, Shaike Levi, Ori Levy, Avraham Mor",Uri Zohar,Comedy,tt0060710,http://www.wikidata.org/entity/Q6810288,מוישה ונטילטור,1965-12-31T22:00:00Z,7.1
סיגלית פוקס,ג'ולי שלז,"Comedy, Drama",tt0480690,http://www.wikidata.org/entity/Q6967957,מוכרחים להיות שמח,2005-01-01T00:00:00Z,6.6
"Lena Bar, Minya Rubin, Tali Shemesh",טלי שמש,סרט תיעודי,tt0853167,http://www.wikidata.org/entity/Q2410160,מועדון בית הקברות,2006-01-01T00:00:00Z,6.9
"Yehuda Almagor, Efrat Ben-Zur, Yoav Koresh, Sivan Levy","Lena Chaplin, Slava Chaplin",Drama,tt1514822,http://www.wikidata.org/entity/Q52837117,מוקי בוערה,2008-01-01T00:00:00Z,8
"Evgenia Dodina, Y. Goldberg, Samira Saraya","Dana Goldberg, Efrat Mishori",Drama,tt7067390,http://www.wikidata.org/entity/Q52063361,מות המשוררת,2017-01-01T00:00:00Z,6.7
"Gila Almagor, Benyamin Armon, Chaim Hadaya, Efrat Lavie, Rahel Shor",Dan Wolman,Drama,tt0130834,http://www.wikidata.org/entity/Q52837119,מחבואים,1980-01-01T00:00:00Z,7.6
"מכרם ח'ורי, קלרה ח'ורי, איתי טיראן, מוני מושונוב, רובא בלאל-עספור, אלי אלטוניו, עומר ברנע",אודי אלוני,Drama,tt0486580,http://www.wikidata.org/entity/Q3077296,מחילות,2006-01-01T00:00:00Z,6.5
"Yehuda Barkan, Yigal Adika, Mosko Alkalai, Yehuda Efroni, Kohava Harari",Shimon Azulai,Comedy,tt0107542,http://www.wikidata.org/entity/Q52837121,מחפשת בעל על ארבע,1993-01-01T00:00:00Z,3.3
אבי קושניר,Dan Verete,דרמה קומית,tt0402374,http://www.wikidata.org/entity/Q6822832,מטאליק בלוז,2004-01-01T00:00:00Z,6.9
"Saar Maoz, Alon, London Gay Men's Chorus Band, Elimelekh, Katri","תומר הימן, ברק הימן, אלכסנדר בודין ספיר","סרט תיעודי, סרט להטב""י",tt5486818,http://www.wikidata.org/entity/Q23013879,מי יאהב אותי עכשיו?,2016-01-01T00:00:00Z,6.5
"דביר בנדק, ליאור אשכנזי, שרה אדלר, קאיס נאשף, רבקה מיכאלי, גור בנטביץ', עמי ויינברג, דב גליקמן, ורד פלדמן, נתי קלוגר, מנשה נוי, צחי גראד, רותם קינן","אהרון קשלס, נבות פפושדו","סרט אימה, סרט פשע",tt2309224,http://www.wikidata.org/entity/Q14637668,מי מפחד מהזאב הרע,2013-01-01T00:00:00Z,6.8
עודד קוטלר,דן וולמן,Drama,tt0073383,http://www.wikidata.org/entity/Q6946037,מיכאל שלי,1976-01-01T00:00:00Z,6.8
"Mili Avital, Dan Turgeman, Georges Corraface, Christine Jones, Josh Lucas",Jonathan Tammuz,"Romance, Thriller",tt0119678,http://www.wikidata.org/entity/Q52837103,מינוטאור,1997-01-01T00:00:00Z,4.8
מירב אברהמי,עמרי לוי,סרט דרמה,tt0359700,http://www.wikidata.org/entity/Q6742972,מיס אנטבה,2003-01-01T00:00:00Z,6.7
"Ohad Naharin, Tzofia Naharin, Olivia Ancona, Avi Belleli, Gina Buntz",תומר הימן,"סרט תיעודי, סרט ביוגרפי",tt3412684,http://www.wikidata.org/entity/Q23893071,מיסטר גאגא,2015-01-01T00:00:00Z,7.6
"בר בלפר, אפרים שמיר, יובל מנדלסון, נעמי פולני, רינת מטטוב, צחי גראד, דני שטג, סמדר יערון",עודד דוידוף,סרט דרמה,tt0834955,http://www.wikidata.org/entity/Q3926679,מישהו לרוץ איתו,2006-01-01T00:00:00Z,7.2
"לבנה פינקלשטיין, יוסף כרמון, זאב רווח, ג'מיל ח'ורי, אנאבלה יעקב, עליזה רוזן, אילן דר, הילה סורג'ון פישר, מיכאל כורש, עידית טפרסון, שמואל וולף, רות גלר",שרון מימון,"סרט דרמה, דרמה קומית",tt3163304,http://www.wikidata.org/entity/Q17810451,מיתה טובה,2014-01-01T00:00:00Z,7.1
יובל בנאי,יקי יושע,סרט דרמה,tt0145063,http://www.wikidata.org/entity/Q7637700,מכת שמש,1984-01-01T00:00:00Z,7.4
"יבגניה דודינה, אוולין קפלון, דב גליקמן, שלומי קוריאט, רמי הויברגר, אלי גורנשטיין, אלה ארמוני",חנן פלד,Drama,tt0823493,http://www.wikidata.org/entity/Q6771557,מכתבים לאמריקה,2006-01-01T00:00:00Z,7.2
"גיא עמיר, חנן סביון, איציק כהן, חן אמסלם, גל אמיתי",עודד רז,סרט פשע,tt7252000,http://www.wikidata.org/entity/Q41713900,מכתוב,2017-01-01T00:00:00Z,7.7
"לוסי דובינצ'יק, ליאור אשכנזי, יורם יוספסברג, אקי אבני, מיקי לאון, לי את גליק, אלון נוימן, לימור גולדשטיין, ראובן דיין, נתן רביץ, אביטל פסטרנק, צחי גראד, אייל רוזלס",אורי ברבש,"Crime, Drama",tt0480559,http://www.wikidata.org/entity/Q6939426,מלח הארץ,2006-01-01T00:00:00Z,5.8
"חן יאני, ליאור מילר, איתי לב (במאי), עומר ברנע, זבולון מושיאשווילי, לי את גליק, יפתח קליין",איתי לב (במאי),Drama,tt1694536,http://www.wikidata.org/entity/Q7066188,מלח ים,2010-01-01T00:00:00Z,4.9
"Moshe Ivgy, Detlev Buck, Norman Issa, Majd Bitar, Pêpê Rapazote",איל חלפון,מוקומנטריה,tt4967126,http://www.wikidata.org/entity/Q25541603,מלחמת 90 הדקות,2015-01-01T00:00:00Z,7
"Yehuda Barkan, Oriella White, Dori Ben-Ze'ev, Ya'ackov Bodo, Edna Fliedel",יואל זילברג,Comedy,tt0077934,http://www.wikidata.org/entity/Q6628436,מליונר בצרות,1978-01-01T00:00:00Z,6.3
"Doron Eran, Dubi Gal, Rivka Michaeli, Gilat Moav, Avinoam Mor-Haim",דובי גל,"Comedy, Drama, Sport",tt0151531,http://www.wikidata.org/entity/Q12409226,מלך הסלים,1988-01-01T00:00:00Z,6.4
"Irit Alter, Gabi Amrani, Miriam Fuchs, Eyal Geffen, Hanan Goldblatt",אסי דיין,Comedy,tt0084207,http://www.wikidata.org/entity/Q6601214,מלך ליום אחד,1980-01-01T00:00:00Z,5.7
"ליא קניג, מוסקו אלקלעי, עמוס לביא, חיים זנאתי, גילי סער, יהודה פוקס (שחקן), רובי פורת-שובל",אורי פסטר,"Drama, War",tt0378345,http://www.wikidata.org/entity/Q12409228,מלך של קבצנים,2007-01-01T00:00:00Z,4.6
"גילה אלמגור, יהודה ברקן",מנחם גולן,סרט דרמה,tt0142642,http://www.wikidata.org/entity/Q6585182,מלכת הכביש,1971-01-01T00:00:00Z,7.5
"Alon Aboutboul, Johnny Arbid, Doron Avrahami, Rami Baruch, Avital Be'er",Isaac Zepel Yeshurun,Drama,tt0164744,http://www.wikidata.org/entity/Q52837106,מלכת הכיתה,1986-01-01T00:00:00Z,
"ג'ולי הגרטי, עמוס קולק, דודו טופז",עמוס קולק,"Comedy, Drama, Romance",tt0089217,http://www.wikidata.org/entity/Q5583204,מניו יורק באהבה,1985-01-01T00:00:00Z,5.1
"Samuel Calderon, Gal Friedman, Liat Goren, Avigail Harari, Yossi Marshek",Noam Kaplan,Drama,tt3247816,http://www.wikidata.org/entity/Q52837107,מנפאואר,2014-01-01T00:00:00Z,7
"Miri Fabian, Ishai Golan, Limor Goldstein, Amos Lavi, Yoav Tzafir",Shmuel Imberman,Drama,tt0151533,http://www.wikidata.org/entity/Q51880296,מנת יתר,1993-12-05T22:00:00Z,7
משה איבגי,Idan Hubel,סרט דרמה,tt2219708,http://www.wikidata.org/entity/Q6768897,מנתק המים,2012-01-01T00:00:00Z,6.4
"Albert Cohen, Dubi Gal, Orna Lavie",אלפרד שטיינהרדט,"Comedy, Drama",tt0151545,http://www.wikidata.org/entity/Q6586858,מסג'יסט הצמרת,1981-01-01T00:00:00Z,4.6
"Itay Zvolon, Kye Korabelnikov, Assaf Ben-Shimon, Eran Peretz, Ofer Ruthenberg",Boaz Armoni,"Comedy, Horror",tt3846718,http://www.wikidata.org/entity/Q25491348,מסווג חריג,2015-01-01T00:00:00Z,5.1
"Gila Almagor, Icho Avital, Nathan Dattner, Tamara Dayan, Moshe Ivgy",Shemi Zarhin,Thriller,tt0163595,http://www.wikidata.org/entity/Q52837111,מסוכנת,1998-01-01T00:00:00Z,6.6
"מוני מושונוב, גידי גוב, מיכאל ורשביאק, דב גליקמן, דליק ווליניץ, שלמה בראבא",יהודה ג'אד נאמן,סרט דרמה,tt0076525,http://www.wikidata.org/entity/Q6887371,מסע אלונקות,1977-01-01T00:00:00Z,6.8
סלים דאו,רענן אלכסנדרוביץ',"Comedy, Drama",tt0305178,http://www.wikidata.org/entity/Q2909549,מסעות ג'יימס בארץ הקודש,2003-01-01T00:00:00Z,7.5
"Alon Pdut, Mili Eshet, Shiree Nadav-Naor, Noam Imber, Yoav Rotman",ערן קולירין,Drama,tt5695672,http://www.wikidata.org/entity/Q23838429,מעבר להרים ולגבעות,2016-01-01T00:00:00Z,6.8
אריה מוסקונה,יעקב גולדווסר,סרט דרמה,tt0104834,http://www.wikidata.org/entity/Q6939770,מעבר לים,1991-01-01T00:00:00Z,7.3
"מוני מושונוב, אורי פפר, מיכאלה עשת",רפאל נג'ארי,סרט דרמה,tt2901690,http://www.wikidata.org/entity/Q13380384,מעל הגבעה,2013-01-01T00:00:00Z,5.4
"Shaike Ophir, Raphael Klatchkin, Miriam Bernstein-Cohen, Natan Cogan, Azaria Rapaport",Larry Frisch,"Adventure, Comedy, Drama",tt0165511,http://www.wikidata.org/entity/Q52837096,מעשה במונית,1956-01-01T00:00:00Z,
"אוהד קנולר, עירית נתן בנדק, אלכס פלג, מיכל שטמלר, סנדרה שדה, עמי ויינברג, יצחק חזקיה, אסתי ירושלמי, זהר שטראוס, אבי גרייניק, אורנה רוטברג, אלי גורנשטיין, נועה קולר, נעה פרידמן",אליאב לילטי,Drama,tt2734854,http://www.wikidata.org/entity/Q12409391,מעשייה אורבנית,2012-01-01T00:00:00Z,6
"זבולון מושיאשווילי, לירון לבו, יונתן עוזיאל, שרון אלכסנדר, צחי נוי, לוסי דובינצ'יק, עמוס לביא, אוולין קפלון, ליאור מילר, יונתן רוזן, אריק משעלי, דוד קיגלר",דויד בן ארי,Crime,tt1337657,http://www.wikidata.org/entity/Q6985561,מפטיר,2008-01-01T00:00:00Z,7.1
"מירה עווד, מכרם ח'ורי, אורי גבריאל, יגאל נאור, רון שחר, מנשה נוי, אהובה קרן, דניאל גד, יסמין עיון",נסים דיין,סרט דרמה,tt2890140,http://www.wikidata.org/entity/Q18191990,מפריח היונים,2013-01-01T00:00:00Z,6.9
גילה אלמגור,ג'ילברטו טופאנו,Drama,tt0141591,http://www.wikidata.org/entity/Q6792074,מצור,1969-01-01T00:00:00Z,7.4
אורי זוהר,אורי זוהר,Comedy,tt0068941,http://www.wikidata.org/entity/Q6825571,מציצים,1972-01-01T00:00:00Z,7.3
,Anat Zuria,Documentary,tt0428816,http://www.wikidata.org/entity/Q52837100,מקודשת,2004-01-01T00:00:00Z,7.7
"Michal Bat-Adam, Moshé Mizrahi",נטעלי בראון,"Documentary, Biography",tt7241610,http://www.wikidata.org/entity/Q49996598,מקווה שאני בפריים,2017-04-30T21:00:00Z,6.2
אלון אבוטבול,Yossi Madmoni,סרט דרמה,tt2960994,http://www.wikidata.org/entity/Q17014051,מקום בגן עדן,2013-01-01T00:00:00Z,6.4
"Gabi Amrani, Jacques Cohen, Sa'adia Damari, Ilan Dar, Ariel Forman",Ze'ev Revach,Comedy,tt0145050,http://www.wikidata.org/entity/Q6582126,לא לעלות יותר,1979-01-01T00:00:00Z,8
"Gila Almagor, Dafna Armoni, Gedalia Besser, Eyal Geffen, Isidore Hershkowitz",Yeud Levanon,Drama,tt0125844,http://www.wikidata.org/entity/Q52950683,לא לשידור,1981-01-01T00:00:00Z,
"Mouna Hawa, Sana Jammelieh, Shaden Kanboura, Mahmud Shalaby, Nisrin Abou-Hanna",מייסלון חמוד,"סרט להטב""י",tt5974388,http://www.wikidata.org/entity/Q27959603,"לא פה, לא שם",2016-09-11T00:00:00Z,7.3
"רונית אלקבץ, יבגניה דודינה, גיל פרנק, מיקי לאון, גל לב, סיון לוי",מיכל אביעד,סרט דרמה,tt1893261,http://www.wikidata.org/entity/Q6061132,לא רואים עליך,2011-01-01T00:00:00Z,6.2
איקה זהר,שמואל אימברמן,Drama,tt0121490,http://www.wikidata.org/entity/Q12408582,לא שם זין,1987-01-01T00:00:00Z,6.4
"Avraham Ben-Yosef, Fanny Lubitsch",Avraham Heffner,"Short, Drama",tt0151316,http://www.wikidata.org/entity/Q6872526,לאט יותר,1967-01-01T00:00:00Z,8.7
ליאור ייני,אברהם הפנר,סרט דרמה,tt0068890,http://www.wikidata.org/entity/Q12408594,לאן נעלם דניאל וקס?,1972-01-01T00:00:00Z,7.6
"Assaf Abramovic, Amitai Ashkenazi, Oren Balanga, Ifat Beressi, Shula Chen",Avi Malka,"Comedy, Crime",tt2504518,http://www.wikidata.org/entity/Q52837146,לאן נעלם משה איבגי,2012-01-01T00:00:00Z,6.4
"Ludi Boken, Ania Bukstein, Uri Gottlieb, Irit Kaplan, Yoav Levi",Eitan Anner,Drama,tt5907852,http://www.wikidata.org/entity/Q52837147,לב שקט מאוד,2016-01-01T00:00:00Z,6.6
"עבדאללה אל-עקל, אריה צ'רנר, דודו טסה, ריימונד אמסלם, איתי טיראן, אושרי כהן, אשרף ברהום, David Volach, מיכאל מושונוב, זהר שטראוס",שמוליק מעוז,"סרט דרמה, סרט מלחמה",tt1483831,http://www.wikidata.org/entity/Q1142358,לבנון,2010-10-14T00:00:00Z,6.9
"פיי דאנאוויי, חנאן עשראווי, מאיר כהנא, מכרם ח'ורי, טדי קולק, אבא אבן, עמוס קולק, ענת עצמון, מוחמד בכרי",עמוס קולק,"Drama, Thriller",tt0104131,http://www.wikidata.org/entity/Q1119107,להב חצוי,1992-01-01T00:00:00Z,6.2
"Ya'akov Alperin, Ya'ackov Banai, Avner Hizkiyahu, Lily Klass, Shahar Kol",Ya'ackov Hame'iri,Drama,tt0146973,http://www.wikidata.org/entity/Q52837149,להט במים,1969-01-01T00:00:00Z,
"Alona Tal, Arnon Zadok, Oshri Cohen, Chaim Elmakias, Gabi Amrani",Arnon Zadok,"Comedy, Drama, Musical",tt0374001,http://www.wikidata.org/entity/Q52837151,להיות כוכב,2003-01-01T00:00:00Z,7
"מירה עווד, אליס טליוני, סטיבן דורף, עלי סלימאן, אשרף ברהום, דוריד לידאווי, ג'וני ערביד, לואי נופי, טארק קופטי, דורון עמית, ורד פלדמן, עבדאללה אל-עקל",ערן ריקליס,"סרט הרפתקאות, סרט מותחן",tt2131698,http://www.wikidata.org/entity/Q3574953,להישאר בחיים,2012-09-09T00:00:00Z,6.6
"Rotem Abuhab, Emma Alfi Aharon, Naama Arlaky, Benny Avni, Nuria Dina Lozinsky",Nir Bergman,Drama,tt5261088,http://www.wikidata.org/entity/Q52837154,להציל את נטע,2016-01-01T00:00:00Z,6.7
הילה וידור,אדם סנדרסון,Drama,tt3114224,http://www.wikidata.org/entity/Q16128790,לוויה בצהריים,2013-01-01T00:00:00Z,6.4
יהודה ברקן,מנחם גולן,Drama,tt0066023,http://www.wikidata.org/entity/Q6704796,לופו,1970-01-01T00:00:00Z,6.4
"Yehuda Barkan, Gabi Amrani, Yehuda Efroni, Moti Giladi, Esther Greenberg",Boaz Davidson,"Comedy, Drama, Family",tt0151418,http://www.wikidata.org/entity/Q6647353,לופו בניו יורק,1975-12-31T22:00:00Z,6
David Ross,Judah Leman,Documentary,tt0162427,http://www.wikidata.org/entity/Q12408641,לחיים חדשים,1934-12-31T22:00:00Z,5.6
,מיכל אביעד,סרט תיעודי,tt0316778,http://www.wikidata.org/entity/Q6843169,לילדים שלי,2002-01-01T00:00:00Z,5.8
"Shalom Shmuelov, Sharon Alexander, Idan Alterman, Liora Rivlin, Shmil Ben Ari",Arnon Zadok,Drama,tt0116843,http://www.wikidata.org/entity/Q52837123,לילה לבן,1995-01-01T00:00:00Z,7.3
"דנה ברגר, גילה אלמגור, יוסף שילוח, אלון אבוטבול, שושנה דואר, מיקי קם, אסתי זקהיים, ענת וקסמן, איצ'ו אביטל, אריה מוסקונה, דרור קרן",שמי זרחין,סרט דרמה,tt0116867,http://www.wikidata.org/entity/Q6918683,לילסדה,1995-01-01T00:00:00Z,6.4
"האנס זישלר, Hubertus Regout, קרולין פיטרס, קרולה רגנייר, ארנסט לנרט, Imke Barnstedt, ליאור אשכנזי, יוסף סוויד, עימאד ג'בארין, Nesrin Cevadzade, יהושע סימון, קנוט ברגר, גדעון שמר, הוגו ירדן, יובל סמו, אייל רוזלס",איתן פוקס,"סרט דרמה, סרט בלשי, סרט ריגול, סרט להטב""י",tt0352994,http://www.wikidata.org/entity/Q1759682,ללכת על המים,2004-01-01T00:00:00Z,7.4
"Evgeny Afineevsky, Aki Avni, Uri Banai, Yuval Carmi, Uri Gottlieb",Uri Barbash,"Drama, Music, Romance",tt0151326,http://www.wikidata.org/entity/Q52843204,ללקק ת׳תות,1992-01-01T00:00:00Z,4.1
"Muhammad Daas, Yuval Gurevich",Hadar Morag,Drama,tt4991396,http://www.wikidata.org/entity/Q52837126,למה עזבתני,2015-01-01T00:00:00Z,4.8
"הדס ירון, נטע מורן, חיים שריר, יפתח קליין, עירית שלג, רננה רז, מיכאל וייגל, הילה פלדמן, יעל טל, רזיה ישראלי",רמה בורשטין,סרט דרמה,tt2219514,http://www.wikidata.org/entity/Q2085771,למלא את החלל,2012-07-01T00:00:00Z,6.7
"אסי דיין, טלי שרון, הדס ירון, אביגיל הררי, סנדרה שדה, גיא לואל, מיכאל אלוני",דני סירקין,סרט דרמה,tt0759604,http://www.wikidata.org/entity/Q6775974,למראית עין,2006-01-01T00:00:00Z,7
אייל שכטר,יוסף פיצ'חדזה,"Action, Comedy, Drama, Thriller",tt0116857,http://www.wikidata.org/entity/Q7883196,לנגד עיניים מערביות,1996-01-01T00:00:00Z,7.4
"Yitzhak Bareket, Boris Botwinick, Ruth Geller, Doval'e Glickman, Savich Goldreich",Eitan Green,Drama,tt0081042,http://www.wikidata.org/entity/Q52837127,לנה,1980-01-01T00:00:00Z,
"Noa Koler, Amos Tamam, Oz Zehavi, Irit Sheleg, Ronny Merhavi",רמה בורשטין,"Comedy, Romance",tt5991206,http://www.wikidata.org/entity/Q29513529,לעבור את הקיר,2016-01-01T00:00:00Z,6.5
"פטריק סטיוארט, משה איבגי, יעל אבקסיס, ששון גבאי, מוני מושונוב, רותם זיסמן-כהן, צביקה הדר, אלכס פלג, רנה שיינפלד, תיקי דיין, עזרא דגן, הרצל טובי, אייל רוזלס, גיל בלנק",רשף לוי,סרט קומדית פשע,tt2295196,http://www.wikidata.org/entity/Q13846600,לצוד פילים,2013-01-01T00:00:00Z,6.4
"Sarah Adler, Sasha Agronov, Gur Bentwich, Zohar Dinnar, Talya Fishman",Gur Bentwich,Drama,tt2388797,http://www.wikidata.org/entity/Q52837130,לרדת מהעץ,2013-01-01T00:00:00Z,6.9
"מיטל דוהן, אלון אבוטבול, מוני מושונוב, יובל סגל, אורי קלאוזנר, עפרה ויינגרטן, ריטה שוקרון",מרק רוזנבאום,"Action, Drama, Crime",tt0370893,http://www.wikidata.org/entity/Q16129283,לרקוד,2006-01-01T00:00:00Z,5
"אסי דיין, מוחמד בכרי",אורי ברבש,"סרט דרמה, סרט כלא",tt0087699,http://www.wikidata.org/entity/Q1445733,מאחורי הסורגים,1984-01-01T00:00:00Z,6.8
"Mohammad Bakri, Arnon Zadok, Assaf Ashtar, Kobi Assaf, Amiram Atias",Uri Barbash,Drama,tt0143647,http://www.wikidata.org/entity/Q52194471,מאחורי הסורגים 2,1992-01-01T00:00:00Z,6.8
"דביר בנדק, משה מזרחי, מיכאל ורשביאק, יונתן צ'רצ'י, יעקב איילי, גיל פרנק, יגאל שדה, אלכס אנסקי, ריטה שוקרון, לירון בן-שלוש, ליאת גורן, שירי גדני, רבקה בכר, הילי ילון",מיכל בת-אדם,סרט דרמה,tt1922662,http://www.wikidata.org/entity/Q12408743,מאיה,2010-01-01T00:00:00Z,5.4
"ליאור רז, מיכאל מושונוב, יורם טולדנו, אסתי זקהיים, שמיל בן ארי, צחי גראד, דני שטג, נועה ברקאי, יואב רוטמן, רונית אלקבץ, לנה אטינגר, דקל עדין",Guy Nattiv,Drama,tt1433910,http://www.wikidata.org/entity/Q15046521,מבול,2011-01-01T00:00:00Z,6.9
,David Benchetrit,Documentary,tt0105584,http://www.wikidata.org/entity/Q52837131,מבעד לרעלת הגלות,1992-01-01T00:00:00Z,
"Assaf Ashtar, Shimrit Eldis, Yehoram Gaon, May Japko, Shlomi Koriat",Alon Gur Arye,"Adventure, Comedy, Family",tt7245120,http://www.wikidata.org/entity/Q43295376,מבצע ביצה,2017-08-09T21:00:00Z,
"יהורם גאון, צופית גרנט, ישראל דמידוב, עמנואל הלפרין, דניאלה קרטס, יוסי מרשק, חיים שריר, עליזה רוזן, ברוך ברנר, אריה צ'רנר, יואב היימן",אברהם קושניר,סרט דרמה,tt2964144,http://www.wikidata.org/entity/Q16129797,מבצע חמניה,2013-01-01T00:00:00Z,6.7
"קלאוס קינסקי, Sybil Danning, גילה אלמגור, אסי דיין, יהורם גאון, עוזי כהן",מנחם גולן,"סרט דרמה, סרט פעולה, דוקו-דרמה, סרט מותחן",tt0076398,http://www.wikidata.org/entity/Q1765286,מבצע יונתן,1977-01-01T00:00:00Z,6.7
"מריאנה קוך, האנס פון בורסודי, ג'ורג' סנדרס, אודי מרפי, גילה אלמגור",מנחם גולן,סרט פעולה,tt0061123,http://www.wikidata.org/entity/Q2920403,מבצע קהיר,1965-01-01T00:00:00Z,5.7
"פול ל. סמית', יעקב בן-סירא, יהודה אפרוני",בני שוילי,"Comedy, War",tt0087734,http://www.wikidata.org/entity/Q6600206,מבצע שטריימל,1983-01-01T00:00:00Z,6.1
"Yussuf Abu-Warda, Mohammad Bakri, Michal Bat-Adam, Peter Freistadt, Nurit Galron",Judd Ne'eman,"Drama, Thriller",tt0144292,http://www.wikidata.org/entity/Q52837134,מגש הכסף,1984-01-01T00:00:00Z,
"גדעון לוי, אתגר קרת, אסי דיין, זהרירה חריפאי, שרה אדלר, שירה גפן, שלום שמואלוב, אילנית בן-יעקב, לירון וייסמן, נועה רבן, יצחק חזקיה, שושה גורן, זהר שטראוס, דרור קרן, צחי גראד, ברוריה אלבק, גרא סנדלר, יהלי סובול, עמוס שוב","אתגר קרת, שירה גפן","סרט דרמה, Hyperlink cinema",tt0807721,http://www.wikidata.org/entity/Q185535,מדוזות,2007-01-01T00:00:00Z,7.1
מיכאלה עשת,יוסף סידר,סרט דרמה,tt0374036,http://www.wikidata.org/entity/Q5028336,מדורת השבט,2004-01-01T00:00:00Z,7
"Maor Schwitzer, Ofer Hayoun, Ben Sela, Hen Saban, Mishel Pruzansky",Yaniv Berman,"Adventure, Drama, Thriller",tt3444008,http://www.wikidata.org/entity/Q52837114,מדינת הגמדים,2016-01-01T00:00:00Z,7
"Lior Duvdevani, Ilan Kovach, Rami Heuberger, Ofer Shechter, Guri Alfi",אופיר לובל,Comedy,tt4968022,http://www.wikidata.org/entity/Q25489777,מה כבר יכול לקרות?!,2015-01-01T00:00:00Z,6
"Muhammad El-Farrah, Hamuda Abu Naim El Farrah, Buma Inbar, Hiba El-Farrah, Awatef El-Farrah","Rina Castelnuovo, Tamir Elterman",סרט תיעודי,tt6153322,http://www.wikidata.org/entity/Q50930846,מוחי,2017-01-01T00:00:00Z,8.4
רן דנקר,Eliran Elya,סרט דרמה,tt7087940,http://www.wikidata.org/entity/Q39073991,מוטלים בספק,2017-03-08T00:00:00Z,7.4
"Fitcho Ben-Zur, Gedalia Besser, Yair Elazar, Ruth Geller, Fanny Lubitsch",דניאל וקסמן,Drama,tt0138884,http://www.wikidata.org/entity/Q7834326,טרנזיט,1979-01-01T00:00:00Z,6.7
גילה אלמגור,דן וולמן,Drama,tt0833548,http://www.wikidata.org/entity/Q4411254,ידיים קשורות,2006-01-01T00:00:00Z,7.2
"Duvi Cohen, Avri Gilad, Ossi Hillel, Elisheva Michaeli, Matti Seri",אבי כהן (במאי),"Comedy, Drama, Fantasy",tt0126131,http://www.wikidata.org/entity/Q6876052,יהושע יהושע,1988-01-01T00:00:00Z,7.6
"Reuven Bar-Yotam, Dalia Cohen, Yona Elian, Tali Goldberg, Yitzhak Hezkiyahu",Alfred Steinhardt,Drama,tt0148324,http://www.wikidata.org/entity/Q25495894,יהיה טוב סלומוניקו,1974-12-31T22:00:00Z,6.4
"שלי וינטרס, ברברה הרשי, רוברט שו, Richard Roundtree",מנחם גולן,סרט שוד,tt0072877,http://www.wikidata.org/entity/Q3683703,יהלומים,1975-01-01T00:00:00Z,4.9
