date_of_birth,genderLabel,imdb_id,occupationLabel,person,person_name,place_of_birthLabel,Actors_directors (Title)
1950-03-13T00:00:00Z,זכר,nm0278735,במאי קולנוע,http://www.wikidata.org/entity/Q328555,שמוליק פירסטנברג,פולין,
1935-07-01T00:00:00Z,זכר,nm0470156,שחקן,http://www.wikidata.org/entity/Q4278999,שמוליק קראוס,ירושלים,
1952-02-07T00:00:00Z,זכר,nm0069898,שחקן,http://www.wikidata.org/entity/Q7499631,שמיל בן ארי,אוג'דה,
1949-12-23T00:00:00Z,זכר,nm0234520,במאי קולנוע,http://www.wikidata.org/entity/Q726182,שמעון דותן,Adjud,
1982-05-24T00:00:00Z,נקבה,nm2511102,שחקן,http://www.wikidata.org/entity/Q12411875,שמרית לוסטיג,חיפה,
1984-10-21T00:00:00Z,נקבה,nm6449075,שחקן,http://www.wikidata.org/entity/Q18091356,שני קליין,הוד השרון,
1932-09-13T00:00:00Z,נקבה,nm2712501,שחקן,http://www.wikidata.org/entity/Q11307744,שפרירה זכאי,תל אביב-יפו,
1978-06-18T00:00:00Z,נקבה,nm0012239,שחקן,http://www.wikidata.org/entity/Q2776777,שרה אדלר,פריז,
1962-05-21T00:00:00Z,זכר,nm0018745,שחקן,http://www.wikidata.org/entity/Q12411934,שרון אלכסנדר,ישראל,
1964-10-01T00:00:00Z,נקבה,nm0352592,שחקן,http://www.wikidata.org/entity/Q6761962,שרון הכהן-בר,קריית טבעון,
1973-10-21T00:00:00Z,זכר,nm2321422,שחקן,http://www.wikidata.org/entity/Q7000493,שרון מימון,רמלה,
1971-08-01T00:00:00Z,נקבה,nm0899042,שחקן,http://www.wikidata.org/entity/Q7016257,שרית וינו-אלעד,באר שבע,
1961-10-01T00:00:00Z,נקבה,nm0785168,שחקן,http://www.wikidata.org/entity/Q6988491,שרית סרי,תל אביב-יפו,
1947-11-24T00:00:00Z,זכר,nm0299924,שחקן,http://www.wikidata.org/entity/Q1359402,ששון גבאי,בגדאד,
1976-01-01T00:00:00Z,זכר,nm1397160,במאי קולנוע,http://www.wikidata.org/entity/Q2397623,תאופיק אבו ואיל,אום אל-פחם,
1993-01-21T00:00:00Z,זכר,nm2068808,שחקן,http://www.wikidata.org/entity/Q7039423,תובל שפיר,ישראל,
1981-09-08T00:00:00Z,זכר,nm2639503,במאי קולנוע,http://www.wikidata.org/entity/Q12412004,תום שובל,פתח תקווה,
1973-08-18T00:00:00Z,זכר,nm1351922,שחקן,http://www.wikidata.org/entity/Q9359700,תומס סובצ'ק,פולין,
1980-08-01T00:00:00Z,זכר,nm2063842,שחקן,http://www.wikidata.org/entity/Q6604944,תומר אופנר,ישראל,
1975-09-08T00:00:00Z,זכר,nm0948851,שחקן,http://www.wikidata.org/entity/Q7061145,תומר יוסף,כפר סבא,
1974-08-14T00:00:00Z,זכר,nm0803037,שחקן,http://www.wikidata.org/entity/Q1108449,תומר סיסלי,ברלין המערבית,
1970-05-01T00:00:00Z,זכר,nm0788976,שחקן,http://www.wikidata.org/entity/Q7056950,תומר שרון,תל אביב-יפו,
1903-11-16T00:00:00Z,זכר,nm0225555,במאי קולנוע,http://www.wikidata.org/entity/Q2429028,תורולד דיקנסון,בריסטול,
1924-05-02T00:00:00Z,זכר,nm0000942,שחקן קולנוע,http://www.wikidata.org/entity/Q215721,תיאודור ביקל,וינה,
1985-05-01T00:00:00Z,נקבה,nm4003209,שחקן,http://www.wikidata.org/entity/Q6969909,תמר אלקן,אילת,
1988-10-01T00:00:00Z,נקבה,nm2504118,שחקן,http://www.wikidata.org/entity/Q6642081,תמר שם אור,ישראל,
1976-12-18T00:00:00Z,זכר,nm0052739,שחקן,http://www.wikidata.org/entity/Q7067952,רועי בר-נתן,הרצליה,
1992-06-08T00:00:00Z,זכר,nm5067820,שחקן,http://www.wikidata.org/entity/Q17614188,רועי ניק,ישראל,
1982-09-16T00:00:00Z,נקבה,nm6514637,שחקן,http://www.wikidata.org/entity/Q1275834,רותי אסרסאי,באר שבע,
1976-08-18T00:00:00Z,נקבה,nm1206307,שחקן,http://www.wikidata.org/entity/Q7009012,רותם אבוהב,רחובות,
1982-08-02T00:00:00Z,נקבה,nm1577510,שחקן,http://www.wikidata.org/entity/Q3442963,רותם זיסמן-כהן,זכרון יעקב,
1956-01-18T00:00:00Z,נקבה,nm0411492,שחקן,http://www.wikidata.org/entity/Q16129016,רזיה ישראלי,ישראל,
1978-07-19T00:00:00Z,נקבה,nm1492000,שחקן,http://www.wikidata.org/entity/Q582910,ריימונד אמסלם,ירושלים,
1984-03-23T00:00:00Z,נקבה,nm4059778,שחקן,http://www.wikidata.org/entity/Q3431891,ריף כהן,תל אביב-יפו,
1949-08-31T00:00:00Z,זכר,nm0000152,שחקן,http://www.wikidata.org/entity/Q48410,ריצ'רד גיר,פילדלפיה,
1979-09-29T00:00:00Z,נקבה,nm0088363,שחקן,http://www.wikidata.org/entity/Q3956456,ריקי בליך,ישראל,
1950-07-07T00:00:00Z,נקבה,nm0301543,שחקן,http://www.wikidata.org/entity/Q545772,ריקי גל,ירושלים,
1967-01-01T00:00:00Z,נקבה,nm5112815,במאי קולנוע,http://www.wikidata.org/entity/Q6795712,רמה בורשטין,ניו יורק,
1955-08-30T00:00:00Z,זכר,nm0059424,שחקן,http://www.wikidata.org/entity/Q12411392,רמי ברוך,חיפה,
1963-01-12T00:00:00Z,זכר,nm0381812,שחקן,http://www.wikidata.org/entity/Q7289526,רמי הויברגר,תל אביב-יפו,
1984-01-07T00:00:00Z,זכר,nm1763736,שחקן,http://www.wikidata.org/entity/Q537222,רן דנקר,נורפוק,
1978-07-29T00:00:00Z,נקבה,nm1442535,שחקן,http://www.wikidata.org/entity/Q7045374,רננה רז,ישראל,
1971-01-01T00:00:00Z,זכר,nm0618930,במאי קולנוע,http://www.wikidata.org/entity/Q2894493,רפאל נג'ארי,מרסיי,
1948-02-01T00:00:00Z,זכר,nm0851782,שחקן,http://www.wikidata.org/entity/Q6996644,רפי תבור,רומניה,
1994-11-17T00:00:00Z,זכר,nm5674223,שחקן,http://www.wikidata.org/entity/Q24039039,שאדי מרעי,משהד,
1958-06-01T00:00:00Z,זכר,nm0594631,שחקן,http://www.wikidata.org/entity/Q6661472,שאול מזרחי,חולון,
1971-07-21T00:00:00Z,נקבה,nm0001250,שחקן,http://www.wikidata.org/entity/Q276005,שארלוט גינסבורג,לונדון,
1960-07-23T00:00:00Z,זכר,nm0300076,במאי קולנוע,http://www.wikidata.org/entity/Q2228099,שבי גביזון,חיפה,
1944-04-01T00:00:00Z,נקבה,nm0720744,שחקן,http://www.wikidata.org/entity/Q17523684,שולה רווח,חיפה,
1962-02-08T00:00:00Z,זכר,nm0709493,שחקן,http://www.wikidata.org/entity/Q2911752,שולי רנד,בני ברק,
1908-01-01T00:00:00Z,נקבה,nm0240265,שחקן,http://www.wikidata.org/entity/Q6743466,שושנה דואר,דמשק,
1963-01-01T00:00:00Z,זכר,nm0043241,שחקן,http://www.wikidata.org/entity/Q7003201,שי אביבי,עכו,
1967-08-06T00:00:00Z,זכר,nm1136674,במאי קולנוע,http://www.wikidata.org/entity/Q7001406,שי כנות,לוס אנג'לס,
1929-11-04T00:00:00Z,זכר,nm0649090,שחקן,http://www.wikidata.org/entity/Q205000,שייקה אופיר,ירושלים,
1939-01-01T00:00:00Z,זכר,nm0505504,שחקן,http://www.wikidata.org/entity/Q4025622,שייקה לוי,קהיר,
1971-04-23T00:00:00Z,נקבה,nm0311700,במאי קולנוע,http://www.wikidata.org/entity/Q6157634,שירה גפן,רמת גן,
1995-05-11T00:00:00Z,נקבה,nm6024635,שחקן,http://www.wikidata.org/entity/Q17566342,שירה האס,תל אביב-יפו,
1974-10-13T00:00:00Z,נקבה,nm1368139,שחקן,http://www.wikidata.org/entity/Q7498334,שירז טל,נתניה,
1978-10-20T00:00:00Z,נקבה,nm1742833,שחקן,http://www.wikidata.org/entity/Q12411678,שירי גדני,נתניה,
1981-05-17T00:00:00Z,נקבה,nm1708931,שחקן,http://www.wikidata.org/entity/Q266578,שירי מימון,חיפה,
1978-09-24T00:00:00Z,נקבה,nm0107197,שחקן,http://www.wikidata.org/entity/Q7498897,שירלי ברנר,חיפה,
1978-08-19T00:00:00Z,זכר,nm2457883,שחקן,http://www.wikidata.org/entity/Q16130023,שלום מיכאלשווילי,רמלה,
1972-01-01T00:00:00Z,זכר,nm1729095,במאי קולנוע,http://www.wikidata.org/entity/Q6583858,שלומי אלקבץ,באר שבע,
1973-10-07T00:00:00Z,זכר,nm0764845,שחקן,http://www.wikidata.org/entity/Q12411727,שלומי סרנגה,תל אביב-יפו,
1976-09-24T00:00:00Z,זכר,nm1441852,שחקן,http://www.wikidata.org/entity/Q7053392,שלומי קוריאט,יבנה,
1920-08-18T00:00:00Z,נקבה,nm0001859,שחקן קולנוע,http://www.wikidata.org/entity/Q202144,שלי וינטרס,מזרח סנט לואיס,
1922-08-18T00:00:00Z,נקבה,nm0001859,שחקן קולנוע,http://www.wikidata.org/entity/Q202144,שלי וינטרס,מזרח סנט לואיס,
1949-11-26T00:00:00Z,זכר,nm0038004,שחקן קולנוע,http://www.wikidata.org/entity/Q966848,שלמה ארצי,ישראל,
1928-12-01T00:00:00Z,זכר,nm0052752,שחקן,http://www.wikidata.org/entity/Q7035061,שלמה בר-שביט,ירושלים,
1950-07-01T00:00:00Z,זכר,nm0052722,שחקן,http://www.wikidata.org/entity/Q12411749,שלמה בראבא,נתניה,
1943-10-01T00:00:00Z,זכר,nm0899624,שחקן,http://www.wikidata.org/entity/Q6962947,שלמה וישינסקי,תל אביב-יפו,
1940-01-01T00:00:00Z,זכר,nm0850702,שחקן,http://www.wikidata.org/entity/Q6681041,שלמה תרשיש,גרמניה,
1954-01-10T00:00:00Z,זכר,nm0898443,שחקן,http://www.wikidata.org/entity/Q3975892,שמואל וילוז'ני,רמת גן,
1902-12-10T00:00:00Z,זכר,nm0734588,שחקן קולנוע,http://www.wikidata.org/entity/Q2279665,שמואל רודנסקי,וילנה,
1929-12-01T00:00:00Z,זכר,nm0793505,שחקן קולנוע,http://www.wikidata.org/entity/Q663185,שמואל שילה,לוצק,
1962-05-23T00:00:00Z,זכר,nm1413443,במאי קולנוע,http://www.wikidata.org/entity/Q979828,שמוליק מעוז,הרצליה,
1941-11-23T00:00:00Z,זכר,nm0626259,שחקן,http://www.wikidata.org/entity/Q311716,פרנקו נרו,פארמה,
1966-04-07T00:00:00Z,זכר,nm0352620,שחקן,http://www.wikidata.org/entity/Q4026164,צביקה הדר,באר שבע,
1962-02-28T00:00:00Z,זכר,nm0333523,שחקן,http://www.wikidata.org/entity/Q12410872,צחי גראד,ירושלים,
1975-03-01T00:00:00Z,זכר,nm5674436,שחקן,http://www.wikidata.org/entity/Q17523670,צחי הלוי,פתח תקווה,
1977-11-06T00:00:00Z,זכר,nm1686684,שחקן,http://www.wikidata.org/entity/Q8063792,צחי כהן,תל אביב-יפו,
1953-07-08T00:00:00Z,זכר,nm0637508,שחקן,http://www.wikidata.org/entity/Q139705,צחי נוי,חיפה,
1979-10-01T00:00:00Z,זכר,nm2140490,שחקן,http://www.wikidata.org/entity/Q6769388,ציון ברוך,רמלה,
1947-04-01T00:00:00Z,נקבה,nm0789558,שחקן,http://www.wikidata.org/entity/Q7861973,ציפי שביט,נווה ים,
1978-01-01T00:00:00Z,זכר,nm1845700,שחקן,http://www.wikidata.org/entity/Q2916467,קאיס נאשף,טייבה,
1980-08-31T00:00:00Z,זכר,nm2486537,שחקן,http://www.wikidata.org/entity/Q7057819,קובי פרג',פתח תקווה,
1991-07-01T00:00:00Z,זכר,nm1133795,שחקן,http://www.wikidata.org/entity/Q2202755,קווין אדמס,הרובע השישה-עשר של פריז,
1921-03-28T00:00:00Z,זכר,nm0025731,שחקן,http://www.wikidata.org/entity/Q12344971,קונסטנטין אנטול,סיביו,
1926-10-18T00:00:00Z,זכר,nm0001428,שחקן,http://www.wikidata.org/entity/Q55419,קלאוס קינסקי,סופוט (פולין),
1957-07-09T00:00:00Z,נקבה,nm0000534,שחקן,http://www.wikidata.org/entity/Q229147,קלי מקגיליס,ניופורט ביץ',
1976-12-29T00:00:00Z,נקבה,nm1178702,שחקן,http://www.wikidata.org/entity/Q452025,קלרה ח'ורי,חיפה,
1975-01-01T00:00:00Z,זכר,nm0074257,שחקן קולנוע,http://www.wikidata.org/entity/Q6423858,קנוט ברגר,גלזנקירכן,
1945-12-02T00:00:00Z,נקבה,nm0471079,שחקן קולנוע,http://www.wikidata.org/entity/Q68134,"קרויצר, ליזה",הוף,
1943-04-02T00:00:00Z,נקבה,nm0716686,שחקן,http://www.wikidata.org/entity/Q1044249,קרולה רגנייר,Pähl,
1959-11-13T00:00:00Z,נקבה,nm0328751,שחקן קולנוע,http://www.wikidata.org/entity/Q201976,קרוליין גודול,לונדון,
1958-02-01T00:00:00Z,נקבה,nm0486376,שחקן,http://www.wikidata.org/entity/Q28234854,קרוליין לנגפורד,לונדון,
1971-09-07T00:00:00Z,נקבה,nm0676358,שחקן קולנוע,http://www.wikidata.org/entity/Q96068,קרולין פיטרס,מיינץ,
1972-01-01T00:00:00Z,נקבה,nm0947121,במאי קולנוע,http://www.wikidata.org/entity/Q2906595,קרן ידעיה,ארצות הברית,
1964-12-30T00:00:00Z,נקבה,nm0602217,שחקן,http://www.wikidata.org/entity/Q528141,קרן מור,ישראל,
1954-11-19T00:00:00Z,נקבה,nm0000599,שחקן,http://www.wikidata.org/entity/Q236696,קת'לין קווינלן,פסדינה,
1958-04-23T00:00:00Z,זכר,nm0586123,במאי קולנוע,http://www.wikidata.org/entity/Q543982,ראדו מיכאיליאנו,בוקרשט,
1930-06-05T00:00:00Z,זכר,nm8970615,שחקן,http://www.wikidata.org/entity/Q6817485,ראובן אדיב,ירושלים,
1943-10-05T00:00:00Z,זכר,nm0206664,שחקן,http://www.wikidata.org/entity/Q7061343,ראובן דיין,אספהאן,
1986-01-01T00:00:00Z,זכר,nm4086647,שחקן קולנוע,http://www.wikidata.org/entity/Q3421370,ראזי שואהדה,ישראל,
1972-11-10T00:00:00Z,נקבה,nm0012311,שחקן,http://www.wikidata.org/entity/Q3417635,ראידה אדון,עכו,
1935-01-01T00:00:00Z,נקבה,nm0332657,שחקן,http://www.wikidata.org/entity/Q6634029,רבקה גור,ירושלים,
1938-04-14T00:00:00Z,נקבה,nm0584248,שחקן,http://www.wikidata.org/entity/Q4127724,רבקה מיכאלי,ירושלים,
1957-01-01T00:00:00Z,נקבה,nm1413449,שחקן,http://www.wikidata.org/entity/Q12411241,רובי פורת-שובל,מרוקו,
1925-07-26T00:00:00Z,זכר,nm0386542,שחקן,http://www.wikidata.org/entity/Q1723836,רוברט הירש,L'Isle-Adam,
1933-07-29T00:00:00Z,זכר,nm0298333,שחקן,http://www.wikidata.org/entity/Q716617,רוברט פולר,"טרוי, ניו יורק",
1976-10-01T00:00:00Z,זכר,nm2685368,שחקן,http://www.wikidata.org/entity/Q6641344,רודיה קוזלובסקי,רמת גן,
1951-12-17T00:00:00Z,נקבה,nm0131399,שחקן,http://www.wikidata.org/entity/Q12411256,רוזינה קמבוס,בקאו,
1979-01-27T00:00:00Z,נקבה,nm0683253,שחקן,http://www.wikidata.org/entity/Q230004,רוזמונד פייק,האמרסמית',
1935-12-18T00:00:00Z,נקבה,nm0494863,שחקן,http://www.wikidata.org/entity/Q3442508,רוזמרי ליץ',מאץ' ונלוק,
1984-01-21T00:00:00Z,נקבה,nm0008892,שחקן קולנוע,http://www.wikidata.org/entity/Q12411265,רומי אבולעפיה,תל אביב-יפו,
1970-12-01T00:00:00Z,זכר,nm1404286,שחקן,http://www.wikidata.org/entity/Q6860389,רון שחר,נתניה,
1965-10-01T00:00:00Z,נקבה,nm2991024,שחקן,http://www.wikidata.org/entity/Q16128870,רונה ליפז-מיכאל,צפת,
1983-01-09T00:00:00Z,נקבה,nm2320515,שחקן,http://www.wikidata.org/entity/Q6846469,רונה-לי שמעון,רמת גן,
1982-07-25T00:00:00Z,נקבה,nm1846818,שחקן,http://www.wikidata.org/entity/Q6624062,רוני הדר,תל אביב-יפו,
1954-05-07T00:00:00Z,זכר,nm0632464,במאי קולנוע,http://www.wikidata.org/entity/Q12411286,רוני ניניו,ניו יורק,
1964-04-01T00:00:00Z,זכר,nm0277953,שחקן,http://www.wikidata.org/entity/Q6983078,רוני פינקוביץ',ישראל,
1984-04-27T00:00:00Z,נקבה,nm3270108,שחקן,http://www.wikidata.org/entity/Q12411287,רוני קידר,תל אביב-יפו,
1964-11-27T00:00:00Z,נקבה,nm0253813,שחקן,http://www.wikidata.org/entity/Q455824,רונית אלקבץ,באר שבע,
1965-11-14T00:00:00Z,נקבה,nm1577418,שחקן,http://www.wikidata.org/entity/Q2165931,רונית יודקביץ',פתח תקווה,
1977-01-15T00:00:00Z,זכר,nm1665537,שחקן,http://www.wikidata.org/entity/Q1676772,רונלד זרפלד,ברלין,
1979-01-02T00:00:00Z,זכר,nm2507485,שחקן,http://www.wikidata.org/entity/Q16341962,רועי אסף,ראשון לציון,
1968-01-01T00:00:00Z,זכר,nm0394657,שחקן,http://www.wikidata.org/entity/Q6766483,סמי הורי,באר שבע,
1972-01-01T00:00:00Z,זכר,nm0759853,שחקן,http://www.wikidata.org/entity/Q3470791,סמי סמיר,ירושלים,
1976-04-05T00:00:00Z,נקבה,nm1139378,שחקן,http://www.wikidata.org/entity/Q2920253,סנדי בר,תל אביב-יפו,
1949-10-28T00:00:00Z,נקבה,nm0755445,שחקן,http://www.wikidata.org/entity/Q6843250,סנדרה שדה,רומניה,
1947-11-07T00:00:00Z,זכר,nm0729707,שחקן,http://www.wikidata.org/entity/Q12410132,ספי ריבלין,ראשון לציון,
1976-05-23T00:00:00Z,זכר,nm3498742,שחקן,http://www.wikidata.org/entity/Q16132655,סשה אבשלום אגרונוב,באקו,
1971-10-13T00:00:00Z,זכר,nm0056187,שחקן,http://www.wikidata.org/entity/Q29055,סשה ברון כהן,האמרסמית',
1998-06-13T00:00:00Z,זכר,nm2713320,שחקן,http://www.wikidata.org/entity/Q11855186,עבדאללה אל-עקל,תל אביב-יפו,
1982-01-28T00:00:00Z,נקבה,nm3377137,שחקן,http://www.wikidata.org/entity/Q4682590,עדי בילסקי,ירושלים,
1987-02-01T00:00:00Z,נקבה,nm5726848,שחקן,http://www.wikidata.org/entity/Q28824725,עדי חבשוש,פתח תקווה,
1978-11-16T00:00:00Z,נקבה,nm0264359,שחקן,http://www.wikidata.org/entity/Q4682599,עדי עזרוני,ישראל,
1937-05-05T00:00:00Z,זכר,nm0467732,במאי קולנוע,http://www.wikidata.org/entity/Q2907059,עודד קוטלר,תל אביב-יפו,
1976-01-01T00:00:00Z,זכר,nm3571021,במאי קולנוע,http://www.wikidata.org/entity/Q16132952,עודד רז,ירושלים,
1983-06-01T00:00:00Z,זכר,nm2863731,שחקן,http://www.wikidata.org/entity/Q6939881,עוז זהבי,ראשון לציון,
1980-06-20T00:00:00Z,זכר,nm0055455,שחקן,http://www.wikidata.org/entity/Q6649919,עומר ברנע,ישראל,
1978-04-17T00:00:00Z,זכר,nm1504979,שחקן קולנוע,http://www.wikidata.org/entity/Q1543563,עידו מוסרי,תל אביב-יפו,
1971-10-03T00:00:00Z,זכר,nm0022767,שחקן,http://www.wikidata.org/entity/Q5460812,עידן אלתרמן,חיפה,
1953-01-01T00:00:00Z,נקבה,nm1938355,במאי קולנוע,http://www.wikidata.org/entity/Q22303992,עילית זקצר,נתניה,
2000-01-01T00:00:00Z,זכר,nm4796818,במאי קולנוע,http://www.wikidata.org/entity/Q5368775,עימאד בורנאט,מדינה פלסטינית,
1973-08-29T00:00:00Z,נקבה,nm0919385,שחקן,http://www.wikidata.org/entity/Q12410303,עינת ויצמן,חיפה,
1968-11-19T00:00:00Z,נקבה,nm1011808,שחקן,http://www.wikidata.org/entity/Q6701092,עירית נתן בנדק,לוד,
1973-07-01T00:00:00Z,נקבה,nm2278625,שחקן,http://www.wikidata.org/entity/Q12410323,עירית קפלן,בת ים,
1939-12-03T00:00:00Z,נקבה,nm0741903,שחקן,http://www.wikidata.org/entity/Q6980025,עליזה רוזן,ירושלים,
1970-11-21T00:00:00Z,נקבה,nm1138716,שחקן,http://www.wikidata.org/entity/Q658056,עלמה זק,תל אביב-יפו,
1954-05-10T00:00:00Z,זכר,nm0349742,במאי קולנוע,http://www.wikidata.org/entity/Q6897698,עמוס גוטמן,טרנסילבניה,
1950-10-11T00:00:00Z,זכר,nm0321159,במאי קולנוע,http://www.wikidata.org/entity/Q474262,עמוס גיתאי,חיפה,
1953-01-01T00:00:00Z,זכר,nm0491999,שחקן,http://www.wikidata.org/entity/Q2907291,עמוס לביא,טריפולי,
1947-09-15T00:00:00Z,זכר,nm0464180,במאי קולנוע,http://www.wikidata.org/entity/Q474266,עמוס קולק,ירושלים,
1977-09-06T00:00:00Z,זכר,nm1759640,שחקן,http://www.wikidata.org/entity/Q6968115,עמוס תמם,רמלה,
1970-01-01T00:00:00Z,זכר,nm0810558,שחקן,http://www.wikidata.org/entity/Q6898163,עמי סמולרצ'יק,חיפה,
1979-11-19T00:00:00Z,זכר,nm3302977,שחקן,http://www.wikidata.org/entity/Q27052280,עמית איצקר,פתח תקווה,
1970-09-18T00:00:00Z,זכר,nm0506570,במאי קולנוע,http://www.wikidata.org/entity/Q6596708,עמרי לוי,ברקלי,
1961-06-01T00:00:00Z,נקבה,nm0915385,שחקן,http://www.wikidata.org/entity/Q7917373,ענת וקסמן,יפו,
1958-11-27T00:00:00Z,נקבה,nm0041215,שחקן,http://www.wikidata.org/entity/Q487272,ענת עצמון,תל אביב-יפו,
1961-01-01T00:00:00Z,נקבה,nm1235009,במאי קולנוע,http://www.wikidata.org/entity/Q4752006,ענת צוריה,ירושלים,
1962-05-01T00:00:00Z,נקבה,nm0952013,שחקן,http://www.wikidata.org/entity/Q7063313,ענת צחור,באר שבע,
1980-09-01T00:00:00Z,נקבה,nm2127565,שחקן,http://www.wikidata.org/entity/Q6694632,ענת קלאוזנר,תל אביב-יפו,
1981-04-08T00:00:00Z,זכר,nm1364509,שחקן,http://www.wikidata.org/entity/Q7078868,עפר שכטר,הדר עם,
1957-11-19T00:00:00Z,נקבה,nm0371866,שחקן,http://www.wikidata.org/entity/Q111087,עפרה חזה,תל אביב-יפו,
1973-01-01T00:00:00Z,זכר,nm0464115,במאי קולנוע,http://www.wikidata.org/entity/Q2916255,ערן קולירין,חולון,
1954-10-02T00:00:00Z,זכר,nm0726954,במאי קולנוע,http://www.wikidata.org/entity/Q920595,ערן ריקליס,ירושלים,
1949-03-22T00:00:00Z,נקבה,nm0000272,שחקן,http://www.wikidata.org/entity/Q106349,פאני ארדן,סומיר,
1936-06-24T00:00:00Z,זכר,nm0809544,שחקן,http://www.wikidata.org/entity/Q949387,פול ל. סמית',אברט,
1939-02-05T00:00:00Z,זכר,nm0809544,שחקן,http://www.wikidata.org/entity/Q949387,פול ל. סמית',אברט,
1949-11-01T00:00:00Z,זכר,nm0689072,שחקן,http://www.wikidata.org/entity/Q18759748,פולי רשף,טורקיה,
1940-07-13T00:00:00Z,זכר,nm0001772,שחקן,http://www.wikidata.org/entity/Q16296,פטריק סטיוארט,מירפילד,
1953-10-27T00:00:00Z,זכר,nm0278752,שחקן קולנוע,http://www.wikidata.org/entity/Q376981,פיטר פירת',ברדפורד,
1941-01-14T00:00:00Z,נקבה,nm0001159,שחקן,http://www.wikidata.org/entity/Q168721,פיי דאנאוויי,Bascom,
1978-04-01T00:00:00Z,זכר,nm1151268,שחקן,http://www.wikidata.org/entity/Q6715330,פיני טבגר,ירושלים,
1927-09-24T00:00:00Z,נקבה,nm0314318,שחקן,http://www.wikidata.org/entity/Q7206061,פנינה גרי,נהלל,
1949-10-01T00:00:00Z,זכר,nm0251885,שחקן,http://www.wikidata.org/entity/Q6757948,מנחם עיני,פתח תקווה,
1980-01-01T00:00:00Z,זכר,nm4014598,במאי קולנוע,http://www.wikidata.org/entity/Q6954343,מני יעיש,בת ים,
1959-08-07T00:00:00Z,זכר,nm0637505,שחקן,http://www.wikidata.org/entity/Q12409309,מנשה נוי,תל אביב-יפו,
1967-09-29T00:00:00Z,נקבה,nm1847370,שחקן,http://www.wikidata.org/entity/Q2920609,מסקי שיברו,אדיס אבבה,
1984-01-07T00:00:00Z,זכר,nm0726262,שחקן,http://www.wikidata.org/entity/Q76172,מקס רימלט,ברלין,
1931-08-19T00:00:00Z,נקבה,nm0462367,שחקן קולנוע,http://www.wikidata.org/entity/Q77405,מריאנה קוך,מינכן,
1974-06-27T00:00:00Z,זכר,nm1159279,שחקן,http://www.wikidata.org/entity/Q12409525,מריאנו אידלמן,ארגנטינה,
1965-09-27T00:00:00Z,נקבה,nm0775056,שחקן,http://www.wikidata.org/entity/Q63296,מריה שראדר,הנובר,
1895-12-14T00:00:00Z,נקבה,nm0077161,שחקן,http://www.wikidata.org/entity/Q1986816,מרים ברנשטיין-כהן,קישינב,
1953-11-29T00:00:00Z,זכר,nm0412405,שחקן,http://www.wikidata.org/entity/Q347083,משה איבגי,קזבלנקה,
1931-09-05T00:00:00Z,זכר,nm0594624,במאי קולנוע,http://www.wikidata.org/entity/Q1949286,משה מזרחי,אלכסנדריה,
1952-12-25T00:00:00Z,זכר,nm0559018,שחקן,http://www.wikidata.org/entity/Q6874823,מתי סרי,ירושלים,
1965-10-01T00:00:00Z,זכר,nm0453931,שחקן,http://www.wikidata.org/entity/Q7068871,נבו קמחי,כברי,
1980-03-04T00:00:00Z,זכר,nm4142927,במאי קולנוע,http://www.wikidata.org/entity/Q14641129,נבות פפושדו,חיפה,
1971-09-25T00:00:00Z,זכר,nm1654483,שחקן,http://www.wikidata.org/entity/Q6911882,נדב אבקסיס,חצור הגלילית,
1945-04-21T00:00:00Z,זכר,nm0506156,במאי קולנוע,http://www.wikidata.org/entity/Q2901768,נדב לויתן,כפר מסריק,
1975-04-08T00:00:00Z,זכר,nm2028715,במאי קולנוע,http://www.wikidata.org/entity/Q7060835,נדב לפיד,תל אביב-יפו,
1982-10-18T00:00:00Z,זכר,nm2273110,שחקן,http://www.wikidata.org/entity/Q18611319,נדב נייטס,כוכב יאיר צור יגאל,
1945-03-11T00:00:00Z,נקבה,nm0043232,במאי קולנוע,http://www.wikidata.org/entity/Q2895799,נורית אביב,תל אביב-יפו,
1967-06-17T00:00:00Z,זכר,nm0411521,שחקן,http://www.wikidata.org/entity/Q3343792,נורמן עיסא,חיפה,
1975-01-01T00:00:00Z,נקבה,nm0040531,שחקן,http://www.wikidata.org/entity/Q1966277,נטלי עטיה,תל אביב-יפו,
1981-06-09T00:00:00Z,נקבה,nm0000204,במאי קולנוע,http://www.wikidata.org/entity/Q37876,נטלי פורטמן,ירושלים,
1980-03-20T00:00:00Z,נקבה,nm1411039,שחקן,http://www.wikidata.org/entity/Q2908831,נטע גרטי,תל אביב-יפו,
1958-08-15T00:00:00Z,נקבה,nm1475312,שחקן,http://www.wikidata.org/entity/Q4280554,נטשה מנור,אוליאנובסק,
1958-08-15T00:00:00Z,נקבה,nm4775500,שחקן,http://www.wikidata.org/entity/Q4280554,נטשה מנור,אוליאנובסק,
1983-10-21T00:00:00Z,נקבה,nm1760573,שחקן,http://www.wikidata.org/entity/Q444518,נינט טייב,קריית גת,
1922-11-05T00:00:00Z,זכר,nm0622340,שחקן,http://www.wikidata.org/entity/Q7041017,ניסן נתיב,מינכן,
1950-06-25T00:00:00Z,נקבה,nm0789497,שחקן,http://www.wikidata.org/entity/Q7041627,ניצה שאול,תל אביב-יפו,
1969-08-08T00:00:00Z,זכר,nm0074844,במאי קולנוע,http://www.wikidata.org/entity/Q1993353,ניר ברגמן,חיפה,
